VEHICULO;FECHA_ENTRADA;FECHA_SALIDA;dif_minutos;DISTANCIA_TOTAL;consumo_TOTAL;SOC_ENTRADA;SOC_SALIDA;DIF_SOC;N_Ordenes
38;2018-03-26 00:56:20.273;2018-03-23 09:30:04.920;3806;1629372;-648370704;28;88;60;11
37;2018-03-26 10:40:46.930;2018-03-23 18:05:20.683;3875;6339623;-346237320;34;89;55;40
34;2018-03-26 12:37:15.733;2018-03-23 22:43:04.050;3714;617079;-30419580;34;89;55;40
36;2018-03-26 20:44:34.620;2018-03-26 03:56:46.520;1008;179934;-7717483;34;89;55;60
40;2018-03-26 22:46:28.287;2018-03-26 05:45:38.067;1021;13078073;-647501624;33;97;64;51
39;2018-03-27 03:55:05.210;2018-03-26 11:05:45.923;1010;11892684;-576967477;34;89;55;58
32;2018-03-27 04:20:19.440;2018-03-26 09:00:23.873;1160;11027326;-570886996;34;89;55;42
33;2018-03-27 07:13:31.233;2018-03-26 02:41:11.743;1712;393652;-20340333;31;89;58;57
41;2018-03-28 15:47:25.010;2018-03-27 10:53:15.733;1734;3289054;-328466296;32;89;57;48
35;2018-03-29 12:37:21.543;2018-03-27 13:14:33.513;2843;0;-28211604;32;89;57;31
39;2018-04-01 22:16:33.380;2018-03-27 22:18:04.227;7198;62786;-5489004;33;89;56;0
41;2018-04-02 20:10:04.723;2018-04-02 07:58:32.357;732;71;1948311;31;89;58;64
33;2018-04-03 07:14:53.653;2018-04-02 15:15:57.473;959;13048187;-598938531;34;89;55;67
38;2018-04-03 10:31:01.680;2018-04-02 15:25:08.057;1146;13436170;-636964008;34;100;66;54
40;2018-04-04 05:51:08.050;2018-03-29 17:07:56.433;7964;3062405;-230060267;34;89;55;26
33;2018-04-04 07:58:25.417;2018-04-03 09:31:28.670;1347;7337292;-433107221;34;89;55;55
32;2018-04-04 12:02:32.177;2018-04-03 13:20:23.917;1362;5893808;-263636395;34;89;55;57
34;2018-04-04 14:33:47.463;2018-04-03 14:46:57.120;1427;8451707;-581329282;34;89;55;47
39;2018-04-05 05:36:25.713;2018-04-04 11:07:30.860;1109;11218358;-577734323;34;89;55;43
36;2018-04-05 11:25:34.590;2018-04-04 16:45:49.417;1120;1847948;-88348163;34;89;55;63
33;2018-04-06 02:53:24.273;2018-04-05 09:02:11.523;1071;12762733;-618874058;34;89;55;70
36;2018-04-06 09:48:57.140;2018-04-05 13:23:56.097;1225;10218040;-578589816;33;89;56;54
37;2018-04-06 16:53:12.377;2018-04-06 00:36:21.970;977;11083126;-576754661;34;89;55;58
40;2018-04-07 10:01:31.340;2018-04-06 15:23:11.897;1118;7337124;-485433772;42;89;47;27
37;2018-04-09 09:09:43.670;2018-04-06 18:23:06.680;3766;2419904;-109740665;34;89;55;33
37;2018-04-09 09:11:23.137;2018-04-06 18:23:06.680;3768;-117;-416816;34;89;55;33
31;2018-04-09 09:15:42.600;2018-04-06 21:05:16.453;3610;5678910;-288363442;34;89;55;30
38;2018-04-09 20:36:14.883;2018-04-09 03:23:49.910;1033;12083577;-563359415;33;89;56;66
32;2018-04-10 04:56:43.140;2018-04-09 10:29:26.700;1107;13583999;-659344752;33;100;67;64
41;2018-04-10 06:10:51.293;2018-04-09 08:31:38.970;1299;2381598;-133259330;34;89;55;52
39;2018-04-10 12:11:40.337;2018-04-09 15:21:42.903;1250;6521240;-318130738;33;89;56;59
35;2018-04-10 12:34:50.750;2018-04-05 14:11:21.863;7103;144217;-15010357;34;89;55;49
37;2018-04-10 20:37:18.253;2018-04-10 06:55:03.420;822;11425253;-576667530;34;89;55;64
33;2018-04-10 20:37:47.170;2018-04-10 00:15:05.407;1222;3672172;-191932984;34;89;55;68
36;2018-04-11 06:25:33.073;2018-04-10 14:55:41.697;930;5164129;-296465907;34;81;47;54
39;2018-04-11 07:50:37.410;2018-04-10 13:59:18.627;1071;10707839;-578678529;34;89;55;54
40;2018-04-11 09:44:05.630;2018-04-10 15:05:25.673;1119;9708629;-590030939;33;89;56;46
34;2018-04-11 12:12:07.920;2018-04-10 13:10:16.367;1382;208;389695;34;89;55;95
33;2018-04-11 12:43:02.087;2018-04-10 21:54:35.813;889;414008;-17488547;33;89;56;58
35;2018-04-12 06:53:43.437;2018-04-11 10:50:47.033;1203;9346446;-538697131;33;89;56;61
38;2018-04-12 11:21:43.903;2018-04-11 12:31:44.250;1370;7664139;-499372794;34;86;52;43
31;2018-04-12 18:05:43.567;2018-04-12 06:26:01.593;699;929660;-39823616;34;89;55;74
33;2018-04-12 21:38:13.653;2018-04-12 08:44:06.250;774;2243754;-101306391;34;89;55;68
37;2018-04-13 01:40:07.663;2018-04-12 12:33:12.860;787;9712741;-474263732;34;78;44;49
43;2018-04-13 04:21:19.513;2018-04-12 15:52:33.750;749;9525478;-540167464;33;89;56;57
32;2018-04-13 15:45:46.227;2018-04-13 02:21:43.750;804;11915500;-546273279;34;89;55;59
43;2018-04-13 19:38:26.757;2018-04-13 05:43:20.000;835;11361900;-544394173;33;89;56;65
34;2018-04-13 20:30:33.403;2018-04-13 08:06:58.227;744;4700841;-247123164;34;89;55;67
33;2018-04-16 07:05:11.333;2018-04-13 15:23:48.393;3822;2723144;-179028695;34;89;55;38
38;2018-04-16 09:02:52.367;2018-04-13 22:56:18.697;3486;3138396;-131915539;34;89;55;38
43;2018-04-16 09:55:08.003;2018-04-13 21:41:37.340;3614;5802322;-284606024;34;89;55;38
39;2018-04-16 20:15:11.500;2018-04-16 08:25:20.760;710;12706484;-570821283;34;87;53;74
43;2018-04-17 00:08:08.750;2018-04-16 11:16:42.773;772;10023435;-476516468;34;89;55;61
36;2018-04-17 12:01:34.880;2018-04-12 02:52:01.313;7749;94579;-1642739;30;89;59;57
34;2018-04-17 13:50:13.603;2018-04-16 23:48:30.003;842;5381856;-261470583;34;89;55;61
44;2018-04-18 07:18:57.040;2018-04-17 14:17:22.860;1021;120012;-5530602;34;89;55;49
36;2018-04-18 07:46:55.667;2018-04-17 13:57:02.140;1069;868;-978699;34;88;54;56
35;2018-04-19 05:34:01.467;2018-04-18 13:24:53.053;970;3644419;-191112623;33;89;56;68
32;2018-04-19 17:33:36.243;2018-04-19 06:46:15.283;647;10651918;-492823216;34;89;55;65
37;2018-04-19 23:53:41.397;2018-04-19 02:42:31.863;1271;3867875;-229886215;34;89;55;66
36;2018-04-20 03:40:36.267;2018-04-18 09:02:30.007;2558;11331597;-621483586;33;78;45;103
33;2018-04-20 09:13:39.853;2018-04-19 16:05:31.783;1028;4;-425567;34;89;55;62
39;2018-04-20 09:53:20.040;2018-04-19 19:09:53.673;884;1049856;-56156689;32;89;57;58
33;2018-04-20 10:01:31.260;2018-04-19 16:05:31.783;1076;94488;-12112111;34;89;55;62
44;2018-04-20 15:56:27.970;2018-04-19 18:21:28.290;1295;1960428;-112262854;34;89;55;59
37;2018-04-20 21:25:25.600;2018-04-20 01:15:57.307;1210;10198273;-569927132;33;89;56;49
36;2018-04-21 04:09:33.520;2018-04-20 05:32:00.643;1357;342082;-92120254;31;89;58;65
34;2018-04-24 08:38:47.090;2018-04-20 21:19:28.080;4999;2415010;-251241945;33;89;56;30
39;2018-04-24 10:15:28.707;2018-04-20 11:09:59.377;5706;3605462;-263163658;33;89;56;35
32;2018-04-24 17:30:08.957;2018-04-24 07:07:39.377;623;1920191;-85550757;33;89;56;65
34;2018-04-24 19:11:09.050;2018-04-24 09:56:07.327;555;12681557;-537584482;34;89;55;67
34;2018-04-24 19:31:21.583;2018-04-24 09:56:07.327;575;33;-229494;34;89;55;67
34;2018-04-24 19:38:45.910;2018-04-24 09:56:07.327;582;54812;-2303686;34;89;55;67
35;2018-04-24 21:42:27.193;2018-04-24 10:50:22.163;652;12657666;-557397275;33;89;56;80
41;2018-04-25 02:42:38.747;2018-04-24 13:18:50.837;804;2015712;-119693155;32;89;57;62
34;2018-04-25 20:42:58.573;2018-04-25 02:44:26.060;1078;132;2183021;34;89;55;95
40;2018-04-26 11:21:05.257;2018-04-25 20:05:12.057;916;12607495;-655495009;34;93;59;65
39;2018-04-26 12:49:05.650;2018-04-24 23:03:26.170;2266;4296481;-498535638;34;89;55;17
41;2018-04-27 02:38:44.860;2018-04-26 11:14:19.297;924;1686703;-107940956;34;89;55;56
40;2018-04-27 22:51:10.540;2018-04-27 06:54:32.783;957;9868748;-559009116;34;89;55;44
34;2018-04-28 00:24:02.360;2018-04-27 08:56:33.223;928;9803380;-542902701;33;89;56;59
34;2018-04-30 07:14:28.937;2018-04-28 01:46:41.460;3208;436068;-110513479;33;89;56;11
38;2018-04-30 07:22:57.087;2018-04-27 16:51:27.663;3751;2703792;-173807809;34;100;66;32
40;2018-04-30 11:15:45.933;2018-04-28 14:08:08.503;2707;5166286;-329105818;33;100;67;26
44;2018-04-30 13:23:31.720;2018-04-27 22:03:29.127;3800;896075;-48493911;34;89;55;38
39;2018-04-30 16:04:13.357;2018-04-30 00:07:18.057;957;1133524;-54455265;33;89;56;65
36;2018-04-30 23:07:18.913;2018-04-30 09:12:30.403;835;12979497;-631553342;33;89;56;79
38;2018-05-01 23:34:15.430;2018-04-30 13:03:09.080;2071;9194021;-660639505;34;98;64;52
44;2018-05-02 06:49:47.550;2018-04-30 15:01:15.820;2388;791081;-66783032;34;89;55;28
35;2018-05-02 07:09:19.060;2018-04-30 10:39:39.080;2670;4234835;-567198895;33;89;56;26
38;2018-05-02 15:11:11.980;2018-05-02 01:10:57.017;841;11686915;-558749368;34;89;55;57
37;2018-05-02 22:25:48.343;2018-05-02 09:57:30.027;748;11172344;-540591428;33;89;56;71
44;2018-05-02 22:42:10.960;2018-05-02 09:05:31.430;817;197189;-9128320;33;89;56;64
38;2018-05-03 07:31:05.140;2018-05-02 16:39:31.773;892;10872671;-504177304;34;89;55;65
39;2018-05-03 10:26:10.097;2018-05-03 07:51:51.437;155;2467978;-114223132;34;42;8;12
37;2018-05-03 11:20:30.190;2018-05-02 23:46:04.780;694;8697255;-377663012;34;89;55;66
33;2018-05-03 12:53:08.497;2018-05-02 23:48:16.473;785;11382839;-532432762;34;89;55;71
33;2018-05-03 13:07:48.523;2018-05-02 23:48:16.473;799;162;-1189945;34;89;55;71
32;2018-05-03 13:33:47.880;2018-05-02 17:29:14.637;1204;592899;-29729959;33;89;56;60
44;2018-05-03 15:26:13.003;2018-05-03 01:27:54.843;839;3746714;-187667162;34;89;55;55
35;2018-05-04 03:16:23.797;2018-05-03 08:00:54.247;1156;-227;157478;31;89;58;70
44;2018-05-04 10:02:56.120;2018-05-03 18:45:05.103;917;885612;-43953462;34;89;55;62
37;2018-05-04 14:30:45.813;2018-05-04 03:41:18.753;649;5428374;-245890360;34;89;55;77
36;2018-05-04 15:41:12.233;2018-05-04 03:18:55.737;743;12567465;-583607070;34;89;55;70
40;2018-05-04 15:44:52.587;2018-05-01 11:07:41.353;4597;4299445;-207562977;34;89;55;23
33;2018-05-04 20:05:40.800;2018-05-03 14:49:57.983;1756;3987472;-209722530;32;89;57;46
32;2018-05-04 20:26:40.700;2018-05-04 06:21:01.953;845;0;1135548;34;89;55;62
40;2018-05-04 20:57:49.613;2018-05-01 11:07:41.353;4910;106;1798062;34;89;55;67
32;2018-05-06 23:12:07.437;2018-05-04 20:51:59.130;3021;89728;-3645772;38;50;12;5
35;2018-05-07 07:31:14.367;2018-05-04 20:54:28.690;3517;3171992;-196539192;33;72;39;33
37;2018-05-07 11:38:30.160;2018-05-05 00:36:55.053;3542;7599334;-397179883;34;89;55;45
41;2018-05-07 13:41:40.180;2018-05-04 22:27:50.033;3794;6449148;-397371968;34;89;55;49
33;2018-05-08 07:53:46.090;2018-05-07 14:15:55.927;1058;1196386;-51989084;34;89;55;50
36;2018-05-08 23:16:46.793;2018-05-08 11:01:33.400;735;5842054;-280554834;33;89;56;63
39;2018-05-09 06:18:49.647;2018-05-08 10:14:13.800;1204;713;-479457;31;89;58;61
44;2018-05-09 08:41:25.717;2018-05-04 11:32:16.380;7029;41223;-2849160;15;93;78;2
43;2018-05-09 19:47:22.630;2018-05-09 06:54:34.487;773;-99;-1721980;33;89;56;72
40;2018-05-09 22:27:27.777;2018-05-09 06:24:14.200;963;1314042;-85286365;33;89;56;58
40;2018-05-09 23:01:15.030;2018-05-09 06:24:14.200;997;1046;-3854609;33;89;56;58
41;2018-05-09 23:36:28.287;2018-05-09 07:22:54.940;974;11531017;-587939795;33;89;56;65
39;2018-05-10 06:54:17.963;2018-05-09 07:49:07.453;1385;3140026;-195143468;33;89;56;75
39;2018-05-10 07:00:01.593;2018-05-09 07:49:07.453;1391;-308;1153963;33;89;56;75
36;2018-05-10 12:11:20.510;2018-05-09 16:30:11.363;1181;10170857;-568113395;34;89;55;58
36;2018-05-10 12:37:17.190;2018-05-09 16:30:11.363;1207;48;-927329;34;89;55;58
36;2018-05-10 12:45:04.203;2018-05-09 16:30:11.363;1215;0;-737339;34;89;55;58
40;2018-05-10 15:04:33.200;2018-05-10 00:31:30.453;873;3320552;-152274125;34;89;55;49
43;2018-05-11 06:05:21.247;2018-05-10 13:50:40.043;975;3459696;-172715097;34;89;55;54
35;2018-05-11 10:05:29.777;2018-05-10 12:23:58.107;1302;4495434;-206881541;33;89;56;61
39;2018-05-11 16:00:08.763;2018-05-10 20:48:43.400;1152;9457650;-454588679;33;89;56;60
34;2018-05-11 16:24:54.493;2018-05-11 03:58:57.877;746;8135912;-387700683;33;89;56;62
43;2018-05-12 05:34:43.943;2018-05-11 07:33:21.367;1321;10277668;-593477770;33;89;56;58
40;2018-05-14 12:23:31.960;2018-05-12 14:45:37.517;2738;-104;-752228;34;100;66;6
39;2018-05-14 13:29:23.590;2018-05-11 17:27:09.860;4082;6106902;-364648095;34;89;55;35
36;2018-05-14 15:25:29.520;2018-05-12 07:03:28.470;3382;10274461;-539917534;33;89;56;58
33;2018-05-14 17:51:12.643;2018-05-14 16:16:04.033;95;776;-14688931;87;89;2;0
43;2018-05-14 21:07:03.253;2018-05-12 07:08:08.490;3719;8679328;-518400267;34;89;55;46
40;2018-05-15 04:54:42.160;2018-05-14 13:55:55.540;899;10936766;-579186007;34;89;55;51
41;2018-05-15 07:38:53.810;2018-05-14 15:55:13.170;943;4714800;-244376376;34;89;55;65
44;2018-05-15 08:38:19.063;2018-05-14 15:15:54.310;1043;2975214;-219429034;34;89;55;58
38;2018-05-15 11:17:37.880;2018-05-14 17:55:42.440;1042;65566;-5668443;34;89;55;58
31;2018-05-15 13:42:32.933;2018-05-14 22:08:51.763;934;11953167;-593125561;34;89;55;57
41;2018-05-16 03:05:05.697;2018-05-15 10:18:14.163;1007;11726356;-602159138;34;89;55;55
44;2018-05-16 05:02:24.480;2018-05-15 10:16:52.427;1126;8711408;-479823191;33;89;56;65
35;2018-05-16 07:32:55.087;2018-05-15 15:32:44.583;960;9826254;-492210874;34;89;55;60
34;2018-05-16 09:24:54.737;2018-05-15 09:07:11.430;1457;17;-1045281;34;89;55;72
36;2018-05-16 09:52:32.360;2018-05-15 15:37:21.997;1095;76;-720347;34;89;55;66
31;2018-05-16 11:03:55.857;2018-05-15 15:21:06.517;1182;1758884;-78065432;34;89;55;54
32;2018-05-16 12:53:32.090;2018-05-15 18:00:02.430;1133;18;-694790;34;89;55;48
33;2018-05-16 19:45:08.930;2018-05-16 06:19:49.500;806;1269270;-60426017;34;89;55;48
35;2018-05-17 04:12:16.040;2018-05-16 08:51:48.620;1161;6222750;-383483829;34;89;55;42
42;2018-05-17 05:57:59.980;2018-05-16 09:09:11.417;1248;-55;-768779;33;89;56;54
42;2018-05-17 06:00:02.840;2018-05-16 09:09:11.417;1251;42;-399992;33;89;56;54
39;2018-05-17 06:29:40.270;2018-05-16 08:00:14.860;1349;1763793;-104465235;33;89;56;56
33;2018-05-17 13:04:17.460;2018-05-16 21:01:01.320;963;9846898;-517700674;33;89;56;59
35;2018-05-17 16:55:32.647;2018-05-17 05:29:02.070;686;7729994;-364533216;33;89;56;54
34;2018-05-18 01:52:59.433;2018-05-17 06:07:55.347;1185;47;-526193;27;89;62;69
43;2018-05-18 03:58:06.777;2018-05-17 09:22:35.790;1116;471260;-39499883;34;89;55;51
33;2018-05-18 10:06:20.727;2018-05-17 14:25:03.723;1181;5402962;-314745943;34;89;55;46
37;2018-05-18 11:06:54.457;2018-05-17 17:23:35.260;1063;3467108;-145152405;34;89;55;59
33;2018-05-19 00:31:06.053;2018-05-18 10:58:55.413;813;7380351;-386635113;31;73;42;41
36;2018-05-21 01:16:24.143;2018-05-17 15:54:07.053;4882;76752;-28674561;32;89;57;82
37;2018-05-21 08:09:17.007;2018-05-18 12:53:19.870;4036;2713834;-122151917;34;89;55;49
35;2018-05-21 08:28:21.773;2018-05-18 12:12:28.733;4096;2773989;-186172049;33;89;56;26
41;2018-05-21 09:43:46.030;2018-05-18 13:05:47.320;4118;3665770;-233641968;34;89;55;42
44;2018-05-21 16:59:13.657;2018-05-19 01:26:45.207;3813;5760878;-272743119;34;89;55;46
38;2018-05-21 20:42:25.897;2018-05-18 21:05:51.003;4297;3758350;-178147342;34;89;55;31
34;2018-05-22 02:00:42.030;2018-05-19 04:33:22.167;4167;6427313;-341099551;34;89;55;43
39;2018-05-22 02:37:38.903;2018-05-21 13:41:54.120;776;11414857;-515274754;32;89;57;58
36;2018-05-22 02:47:51.640;2018-05-21 02:50:07.263;1437;74675;-3101952;32;89;57;67
43;2018-05-22 04:14:29.200;2018-05-21 10:57:18.713;1037;10968117;-583922280;34;89;55;64
43;2018-05-22 04:57:52.983;2018-05-21 10:57:18.713;1080;56;-7510598;34;89;55;64
31;2018-05-22 14:24:38.600;2018-05-21 13:47:13.170;1477;738899;-45454999;34;90;56;73
38;2018-05-22 15:38:40.080;2018-05-21 22:06:06.183;1052;11063448;-546187115;33;89;56;60
34;2018-05-22 16:41:30.583;2018-05-22 03:26:32.770;795;2285072;-95933887;34;89;55;69
39;2018-05-22 17:44:17.740;2018-05-22 03:54:08.960;830;10268;-1226646;35;89;54;66
37;2018-05-23 03:47:02.973;2018-05-22 08:39:42.457;1148;11545393;-590734154;33;89;56;54
42;2018-05-23 07:30:28.303;2018-05-22 13:30:16.933;1080;308;-466074;34;89;55;55
42;2018-05-23 07:31:22.727;2018-05-22 13:30:16.933;1081;2882;-617092;34;89;55;55
43;2018-05-23 21:04:52.200;2018-05-23 05:07:08.700;957;3485963;-204643797;33;89;56;44
44;2018-05-24 10:16:46.063;2018-05-23 12:27:24.753;1309;2802;-868912;34;89;55;38
40;2018-05-24 11:42:20.010;2018-05-23 09:52:07.297;1550;8816362;-654054391;31;89;58;35
36;2018-05-24 13:49:54.630;2018-05-23 16:44:08.727;1265;12278;-2643741;33;89;56;55
32;2018-05-24 16:19:00.697;2018-05-23 21:26:25.963;1133;2246108;-112214163;34;89;55;61
37;2018-05-24 23:13:09.413;2018-05-24 01:42:53.480;1291;176;-1805544;33;89;56;54
34;2018-05-25 04:54:54.827;2018-05-24 11:36:00.707;1038;10498672;-579645671;34;89;55;58
31;2018-05-25 07:00:59.643;2018-05-24 12:46:52.250;1094;13594522;-655426053;34;89;55;64
44;2018-05-25 07:25:56.657;2018-05-24 12:10:30.253;1155;0;-1158464;34;89;55;45
40;2018-05-25 10:00:43.430;2018-05-24 13:02:26.083;1258;6839132;-507664533;33;89;56;26
41;2018-05-25 11:35:54.127;2018-05-24 22:47:16.120;768;6078694;-335081293;46;89;43;35
43;2018-05-25 20:17:32.900;2018-05-25 01:08:35.320;1149;7553366;-403718161;33;89;56;49
31;2018-05-26 03:56:59.177;2018-05-25 08:20:05.283;1176;0;-40527;31;89;58;62
31;2018-05-26 04:59:31.520;2018-05-25 08:20:05.283;1239;65479;-10537062;31;89;58;62
31;2018-05-26 09:35:36.953;2018-05-25 08:20:05.283;1515;262;-44509365;31;89;58;62
31;2018-05-26 09:40:00.900;2018-05-25 08:20:05.283;1520;281;-883971;31;89;58;62
31;2018-05-26 09:40:34.990;2018-05-26 09:40:12.870;0;87;-109313;30;31;1;0
31;2018-05-26 09:44:55.747;2018-05-26 09:43:56.443;1;62094;-1192891;28;29;1;0
37;2018-05-26 10:05:59.740;2018-05-25 07:27:09.587;1598;1363;-1238545;32;95;63;59
42;2018-05-26 14:01:34.190;2018-05-25 17:17:56.963;1244;46725;-24618362;53;89;36;17
37;2018-05-27 00:02:15.150;2018-05-26 11:31:59.657;751;258809;-122917237;75;89;14;0
34;2018-05-27 22:11:21.000;2018-05-26 13:11:36.340;1980;113107;-430224077;44;89;45;0
33;2018-05-28 03:51:19.147;2018-05-25 06:35:15.423;4156;575122;-72529043;31;89;58;40
44;2018-05-28 05:12:07.900;2018-05-28 01:49:41.127;203;11804;-19660147;30;32;2;0
39;2018-05-28 07:23:09.213;2018-05-25 10:44:35.750;4119;2699463;-179021554;33;89;56;37
32;2018-05-28 08:55:48.337;2018-05-25 11:52:39.230;4143;2405299;-179325733;34;89;55;34
32;2018-05-28 09:31:10.773;2018-05-25 11:52:39.230;4179;45;-3091708;34;89;55;34
40;2018-05-28 09:55:46.590;2018-05-26 14:56:51.237;2579;2831434;-653715975;33;100;67;11
40;2018-05-28 10:25:13.940;2018-05-26 14:56:51.237;2609;-117;-5653898;33;100;67;11
42;2018-05-28 14:59:26.033;2018-05-26 18:03:33.810;2696;2754574;-132272285;34;100;66;46
34;2018-05-28 22:57:33.703;2018-05-28 03:43:06.587;1154;13157047;-676722612;33;100;67;62
33;2018-05-28 23:30:10.973;2018-05-28 06:38:53.813;1012;-1405;-3243932;34;89;55;60
33;2018-05-28 23:31:41.753;2018-05-28 06:38:53.813;1013;0;-341916;34;89;55;60
33;2018-05-28 23:34:41.160;2018-05-28 06:38:53.813;1016;1028;-1485067;34;89;55;60
35;2018-05-29 00:06:40.313;2018-05-28 04:01:01.420;1205;1371701;-84979129;33;100;67;64
41;2018-05-29 05:30:33.890;2018-05-25 17:24:13.887;5046;111438;-291729225;32;89;57;17
42;2018-05-29 12:23:31.617;2018-05-28 16:22:59.970;1201;5005864;-326328091;34;89;55;65
31;2018-05-29 17:41:04.180;2018-05-29 01:19:23.280;982;12172122;-588972662;34;89;55;67
35;2018-05-29 20:22:01.867;2018-05-29 01:56:40.537;1106;10942800;-517583470;34;89;55;47
34;2018-05-29 20:23:33.530;2018-05-29 00:41:00.817;1182;-2;-12916648;34;89;55;46
41;2018-05-29 20:29:47.600;2018-05-29 06:58:07.077;811;12634946;-558873711;34;89;55;62
43;2018-05-29 20:49:57.550;2018-05-28 14:22:44.250;1827;4684911;-226347286;34;89;55;29
37;2018-05-30 07:20:30.293;2018-05-29 15:09:52.867;971;1076420;-58464388;33;89;56;61
42;2018-05-30 07:30:05.517;2018-05-29 15:09:35.520;981;11019608;-597232099;34;89;55;54
41;2018-05-30 07:53:57.493;2018-05-29 06:58:07.077;1495;19489;-1244088;34;89;55;97
39;2018-05-30 09:01:02.657;2018-05-29 20:42:00.750;739;8078028;-394165512;33;75;42;42
38;2018-05-30 11:34:40.037;2018-05-28 04:35:11.770;3299;89111;-2510662;37;89;52;56
34;2018-05-30 12:09:20.547;2018-05-29 21:49:23.940;860;3868787;-171454624;34;89;55;64
31;2018-05-30 12:13:04.880;2018-05-29 19:46:10.847;987;36;-492624;34;89;55;77
31;2018-05-30 12:46:43.397;2018-05-29 19:46:10.847;1020;12414;-6370041;34;89;55;77
35;2018-05-30 12:47:13.223;2018-05-29 21:45:04.030;902;10780882;-502095004;34;89;55;56
43;2018-05-30 13:51:18.990;2018-05-29 22:10:01.487;941;-41;-393472;34;89;55;54
41;2018-05-30 22:48:36.303;2018-05-30 09:28:28.400;800;643928;-32471381;34;89;55;69
37;2018-05-31 00:32:21.620;2018-05-30 08:48:36.707;944;8287902;-418667981;34;89;55;67
39;2018-05-31 06:12:57.847;2018-05-30 10:33:43.660;1179;0;1663910;31;89;58;55
33;2018-05-31 08:35:39.287;2018-05-30 11:28:11.197;1267;1463172;-109531414;34;92;58;65
37;2018-05-31 17:08:19.683;2018-05-30 08:48:36.707;1940;12405498;-582488139;33;89;56;130
44;2018-05-31 18:00:36.507;2018-05-28 08:01:53.333;4919;7934884;-394471061;33;89;56;50
42;2018-05-31 18:11:30.700;2018-05-30 09:05:23.727;1986;201;-362127;32;89;57;30
32;2018-06-01 01:03:59.593;2018-05-31 11:28:03.800;815;9949186;-494833533;33;89;56;53
38;2018-06-01 03:39:35.460;2018-05-31 11:21:08.850;978;72471;1036756;34;89;55;48
32;2018-06-01 14:23:54.713;2018-06-01 02:22:10.383;721;8286198;-343559134;34;89;55;51
36;2018-06-02 01:53:29.653;2018-06-01 08:34:12.143;1039;12940080;-624305108;34;89;55;68
41;2018-06-02 09:25:32.147;2018-06-01 11:54:06.987;1291;1546099;-116635378;35;93;58;69
31;2018-06-02 09:27:10.603;2018-05-31 19:29:22.973;2278;0;-109653;40;89;49;18
34;2018-06-04 05:40:18.200;2018-06-01 17:12:16.877;3628;543010;-122195219;32;89;57;34
33;2018-06-04 06:58:53.663;2018-06-01 19:23:04.720;3575;4584828;-235261851;33;89;56;39
38;2018-06-04 10:31:27.440;2018-06-01 23:13:52.530;3558;-5;-665640;34;89;55;45
31;2018-06-04 13:23:36.420;2018-06-02 12:45:19.127;2918;0;-1949509;34;92;58;40
33;2018-06-04 20:33:30.740;2018-06-04 08:22:10.693;731;17637;-1788543;34;89;55;53
32;2018-06-05 04:07:16.067;2018-06-01 15:37:08.987;5070;0;-129697830;19;89;70;64
39;2018-06-05 04:52:37.593;2018-06-04 09:21:44.520;1171;3431;-10042315;33;89;56;60
34;2018-06-05 12:06:22.080;2018-06-04 20:51:05.227;915;5096679;-225041463;34;89;55;53
32;2018-06-05 12:06:51.540;2018-06-05 06:41:49.297;325;0;-47042712;83;89;6;0
40;2018-06-05 15:33:30.107;2018-06-05 00:04:14.850;929;10456136;-550711986;33;89;56;44
39;2018-06-05 21:06:53.093;2018-06-05 06:17:23.767;889;3988953;-185308638;33;89;56;56
43;2018-06-05 22:40:41.740;2018-06-05 06:45:45.313;955;9905811;-491357875;31;89;58;54
34;2018-06-06 06:23:02.587;2018-06-05 13:30:56.247;1013;1745948;-101950204;33;89;56;45
33;2018-06-06 06:51:20.057;2018-06-05 15:01:36.057;950;9802891;-490417606;33;89;56;45
38;2018-06-06 07:52:23.327;2018-06-05 12:50:51.493;1142;2814359;-176118743;33;89;56;51
40;2018-06-06 08:18:37.067;2018-06-05 17:17:13.883;901;10043392;-552694645;33;89;56;34
42;2018-06-06 09:27:32.690;2018-06-05 09:04:43.773;1463;-6;-494575;33;89;56;42
35;2018-06-06 13:54:49.857;2018-06-06 07:38:42.367;376;4659104;-205712003;33;34;1;22
44;2018-06-06 17:24:25.540;2018-06-04 14:25:12.567;3059;3191;-2199020;34;89;55;63
37;2018-06-06 18:01:35.650;2018-06-05 17:23:37.543;1478;11817;-1101031;31;89;58;58
37;2018-06-06 18:06:26.733;2018-06-05 17:23:37.543;1483;14300;-1853894;31;89;58;58
41;2018-06-06 22:39:28.510;2018-06-06 08:26:36.160;853;195;1364454;34;89;55;66
38;2018-06-07 03:01:58.537;2018-06-06 09:59:10.390;1022;442;-228622;33;92;59;76
43;2018-06-07 07:07:23.787;2018-06-06 14:25:05.673;1002;-2073;-4373911;33;89;56;50
43;2018-06-07 07:12:04.147;2018-06-06 14:25:05.673;1007;214;-386648;33;89;56;50
35;2018-06-07 08:15:28.790;2018-06-06 15:31:59.637;1004;-18;-2894721;34;89;55;48
36;2018-06-07 12:06:43.160;2018-06-06 14:19:09.797;1307;131292;-26426848;34;89;55;62
33;2018-06-07 17:11:51.423;2018-06-06 22:47:25.693;1104;67134;-914750;28;89;61;60
40;2018-06-08 07:17:27.743;2018-06-07 07:11:30.873;1446;7126665;-450297629;34;98;64;54
