BOTS;Operaciones;fecha;Mes;dia_semana;hora
5;11;07/03/2018;3;3;5
8;24;07/03/2018;3;3;6
8;26;07/03/2018;3;3;7
10;33;07/03/2018;3;3;8
11;48;07/03/2018;3;3;9
9;36;07/03/2018;3;3;10
11;50;07/03/2018;3;3;11
8;27;07/03/2018;3;3;12
11;36;07/03/2018;3;3;13
9;27;07/03/2018;3;3;14
9;56;07/03/2018;3;3;15
6;8;07/03/2018;3;3;16
11;38;07/03/2018;3;3;17
9;19;07/03/2018;3;3;18
10;38;07/03/2018;3;3;19
8;46;07/03/2018;3;3;20
10;41;07/03/2018;3;3;21
6;13;07/03/2018;3;3;22
4;7;07/03/2018;3;3;23
8;22;08/03/2018;3;4;3
8;29;08/03/2018;3;4;4
6;30;08/03/2018;3;4;5
7;32;08/03/2018;3;4;6
6;30;08/03/2018;3;4;7
7;13;08/03/2018;3;4;8
9;39;08/03/2018;3;4;9
8;37;08/03/2018;3;4;10
10;48;08/03/2018;3;4;11
9;62;08/03/2018;3;4;12
8;27;08/03/2018;3;4;13
8;31;08/03/2018;3;4;14
9;43;08/03/2018;3;4;15
10;26;08/03/2018;3;4;16
10;47;08/03/2018;3;4;17
9;35;08/03/2018;3;4;18
9;32;08/03/2018;3;4;19
9;37;08/03/2018;3;4;20
7;30;08/03/2018;3;4;21
8;31;08/03/2018;3;4;22
9;23;08/03/2018;3;4;23
4;5;09/03/2018;3;5;0
6;6;09/03/2018;3;5;1
5;19;09/03/2018;3;5;2
7;24;09/03/2018;3;5;3
8;51;09/03/2018;3;5;4
6;21;09/03/2018;3;5;5
10;39;09/03/2018;3;5;6
9;66;09/03/2018;3;5;7
8;51;09/03/2018;3;5;8
10;71;09/03/2018;3;5;9
10;48;09/03/2018;3;5;10
9;49;09/03/2018;3;5;11
8;37;09/03/2018;3;5;12
8;55;09/03/2018;3;5;13
8;27;09/03/2018;3;5;14
8;36;09/03/2018;3;5;15
4;13;09/03/2018;3;5;16
7;38;09/03/2018;3;5;17
6;17;09/03/2018;3;5;18
5;22;09/03/2018;3;5;19
5;10;09/03/2018;3;5;20
2;8;09/03/2018;3;5;21
3;7;09/03/2018;3;5;22
1;3;09/03/2018;3;5;23
3;5;11/03/2018;3;7;22
4;9;11/03/2018;3;7;23
3;4;12/03/2018;3;1;0
2;4;12/03/2018;3;1;1
1;1;12/03/2018;3;1;3
5;14;12/03/2018;3;1;4
2;2;12/03/2018;3;1;5
6;21;12/03/2018;3;1;6
8;42;12/03/2018;3;1;7
8;35;12/03/2018;3;1;8
9;39;12/03/2018;3;1;9
9;47;12/03/2018;3;1;10
8;23;12/03/2018;3;1;11
10;46;12/03/2018;3;1;12
9;39;12/03/2018;3;1;13
8;19;12/03/2018;3;1;14
9;39;12/03/2018;3;1;15
5;5;12/03/2018;3;1;16
9;28;12/03/2018;3;1;17
8;33;12/03/2018;3;1;18
8;35;12/03/2018;3;1;19
10;46;12/03/2018;3;1;20
7;41;12/03/2018;3;1;21
5;11;12/03/2018;3;1;22
8;18;12/03/2018;3;1;23
6;15;13/03/2018;3;2;0
3;14;13/03/2018;3;2;1
3;4;13/03/2018;3;2;2
6;11;13/03/2018;3;2;3
5;19;13/03/2018;3;2;4
7;27;13/03/2018;3;2;5
9;19;13/03/2018;3;2;6
11;43;13/03/2018;3;2;7
9;17;13/03/2018;3;2;8
9;41;13/03/2018;3;2;9
6;23;13/03/2018;3;2;10
7;14;13/03/2018;3;2;11
4;6;13/03/2018;3;2;12
7;16;13/03/2018;3;2;13
7;16;13/03/2018;3;2;14
10;33;13/03/2018;3;2;15
10;21;13/03/2018;3;2;16
9;18;13/03/2018;3;2;17
6;10;13/03/2018;3;2;18
7;27;13/03/2018;3;2;19
9;45;13/03/2018;3;2;20
7;17;13/03/2018;3;2;21
6;23;13/03/2018;3;2;22
7;40;13/03/2018;3;2;23
6;10;14/03/2018;3;3;0
5;11;14/03/2018;3;3;1
4;5;14/03/2018;3;3;2
2;3;14/03/2018;3;3;3
5;8;14/03/2018;3;3;4
6;22;14/03/2018;3;3;5
8;38;14/03/2018;3;3;6
9;64;14/03/2018;3;3;7
10;67;14/03/2018;3;3;8
9;75;14/03/2018;3;3;9
8;52;14/03/2018;3;3;10
9;42;14/03/2018;3;3;11
10;41;14/03/2018;3;3;12
8;33;14/03/2018;3;3;13
8;24;14/03/2018;3;3;14
10;30;14/03/2018;3;3;15
8;13;14/03/2018;3;3;16
10;43;14/03/2018;3;3;17
8;24;14/03/2018;3;3;18
8;22;14/03/2018;3;3;19
9;24;14/03/2018;3;3;20
8;19;14/03/2018;3;3;21
6;16;14/03/2018;3;3;22
7;31;14/03/2018;3;3;23
8;13;15/03/2018;3;4;0
4;5;15/03/2018;3;4;1
1;1;15/03/2018;3;4;2
5;7;15/03/2018;3;4;3
9;31;15/03/2018;3;4;4
7;36;15/03/2018;3;4;5
9;47;15/03/2018;3;4;6
9;68;15/03/2018;3;4;7
7;34;15/03/2018;3;4;8
10;48;15/03/2018;3;4;9
9;35;15/03/2018;3;4;10
8;28;15/03/2018;3;4;11
10;33;15/03/2018;3;4;12
8;17;15/03/2018;3;4;13
11;29;15/03/2018;3;4;14
9;75;15/03/2018;3;4;15
11;40;15/03/2018;3;4;16
10;35;15/03/2018;3;4;17
9;21;15/03/2018;3;4;18
7;29;15/03/2018;3;4;19
11;59;15/03/2018;3;4;20
9;36;15/03/2018;3;4;21
8;27;15/03/2018;3;4;22
7;26;15/03/2018;3;4;23
3;4;16/03/2018;3;5;0
5;9;16/03/2018;3;5;1
4;8;16/03/2018;3;5;2
5;24;16/03/2018;3;5;3
5;23;16/03/2018;3;5;4
7;22;16/03/2018;3;5;5
8;40;16/03/2018;3;5;6
8;64;16/03/2018;3;5;7
8;50;16/03/2018;3;5;8
7;42;16/03/2018;3;5;9
7;25;16/03/2018;3;5;10
9;43;16/03/2018;3;5;11
9;30;16/03/2018;3;5;12
5;12;16/03/2018;3;5;13
6;8;16/03/2018;3;5;14
10;33;16/03/2018;3;5;15
11;41;16/03/2018;3;5;16
8;15;16/03/2018;3;5;17
7;18;16/03/2018;3;5;18
7;16;16/03/2018;3;5;19
4;15;16/03/2018;3;5;20
4;4;16/03/2018;3;5;21
1;2;16/03/2018;3;5;23
1;1;17/03/2018;3;6;0
3;3;18/03/2018;3;7;23
5;8;19/03/2018;3;1;0
6;27;19/03/2018;3;1;1
4;4;19/03/2018;3;1;2
5;9;19/03/2018;3;1;3
4;4;19/03/2018;3;1;4
4;15;19/03/2018;3;1;5
3;11;19/03/2018;3;1;6
10;39;19/03/2018;3;1;7
9;37;19/03/2018;3;1;8
10;59;19/03/2018;3;1;9
10;50;19/03/2018;3;1;10
8;37;19/03/2018;3;1;11
5;34;19/03/2018;3;1;12
9;33;19/03/2018;3;1;13
9;30;19/03/2018;3;1;14
8;50;19/03/2018;3;1;15
10;25;19/03/2018;3;1;16
7;27;19/03/2018;3;1;17
6;12;19/03/2018;3;1;18
8;33;19/03/2018;3;1;19
9;30;19/03/2018;3;1;20
8;20;19/03/2018;3;1;21
6;15;19/03/2018;3;1;22
5;9;19/03/2018;3;1;23
3;6;20/03/2018;3;2;0
5;7;20/03/2018;3;2;3
1;1;20/03/2018;3;2;4
9;34;20/03/2018;3;2;5
9;35;20/03/2018;3;2;6
10;66;20/03/2018;3;2;7
10;65;20/03/2018;3;2;8
9;71;20/03/2018;3;2;9
9;58;20/03/2018;3;2;10
8;41;20/03/2018;3;2;11
9;49;20/03/2018;3;2;12
10;57;20/03/2018;3;2;13
10;41;20/03/2018;3;2;14
10;36;20/03/2018;3;2;15
11;30;20/03/2018;3;2;16
9;23;20/03/2018;3;2;17
6;17;20/03/2018;3;2;18
8;25;20/03/2018;3;2;19
11;48;20/03/2018;3;2;20
7;20;20/03/2018;3;2;21
7;14;20/03/2018;3;2;22
4;8;20/03/2018;3;2;23
3;3;21/03/2018;3;3;0
6;18;21/03/2018;3;3;1
6;25;21/03/2018;3;3;2
8;20;21/03/2018;3;3;3
8;29;21/03/2018;3;3;4
8;46;21/03/2018;3;3;5
6;41;21/03/2018;3;3;6
10;70;21/03/2018;3;3;7
10;71;21/03/2018;3;3;8
11;71;21/03/2018;3;3;9
9;40;21/03/2018;3;3;10
10;44;21/03/2018;3;3;11
9;30;21/03/2018;3;3;12
8;22;21/03/2018;3;3;13
3;3;21/03/2018;3;3;14
10;26;21/03/2018;3;3;15
9;29;21/03/2018;3;3;16
10;36;21/03/2018;3;3;17
9;38;21/03/2018;3;3;18
9;51;21/03/2018;3;3;19
9;51;21/03/2018;3;3;20
7;15;21/03/2018;3;3;21
3;6;21/03/2018;3;3;22
4;7;21/03/2018;3;3;23
2;6;22/03/2018;3;4;0
9;15;22/03/2018;3;4;1
5;7;22/03/2018;3;4;2
7;37;22/03/2018;3;4;3
8;16;22/03/2018;3;4;4
10;40;22/03/2018;3;4;5
10;41;22/03/2018;3;4;6
9;66;22/03/2018;3;4;7
9;47;22/03/2018;3;4;8
11;41;22/03/2018;3;4;9
11;47;22/03/2018;3;4;10
11;66;22/03/2018;3;4;11
11;61;22/03/2018;3;4;12
8;55;22/03/2018;3;4;13
11;25;22/03/2018;3;4;14
11;37;22/03/2018;3;4;15
9;35;22/03/2018;3;4;16
8;43;22/03/2018;3;4;17
6;17;22/03/2018;3;4;18
8;49;22/03/2018;3;4;19
10;39;22/03/2018;3;4;20
7;16;22/03/2018;3;4;21
6;11;22/03/2018;3;4;22
10;41;22/03/2018;3;4;23
8;29;23/03/2018;3;5;0
8;36;23/03/2018;3;5;1
5;16;23/03/2018;3;5;3
3;5;23/03/2018;3;5;4
4;6;23/03/2018;3;5;5
10;38;23/03/2018;3;5;6
10;65;23/03/2018;3;5;7
9;68;23/03/2018;3;5;8
10;75;23/03/2018;3;5;9
11;65;23/03/2018;3;5;10
10;60;23/03/2018;3;5;11
6;30;23/03/2018;3;5;12
8;18;23/03/2018;3;5;13
6;19;23/03/2018;3;5;14
8;32;23/03/2018;3;5;15
8;27;23/03/2018;3;5;16
7;40;23/03/2018;3;5;17
6;15;23/03/2018;3;5;18
7;23;23/03/2018;3;5;19
8;23;23/03/2018;3;5;20
5;9;23/03/2018;3;5;21
3;18;23/03/2018;3;5;22
3;6;23/03/2018;3;5;23
4;12;24/03/2018;3;6;0
1;1;26/03/2018;3;1;0
2;9;26/03/2018;3;1;1
4;10;26/03/2018;3;1;2
2;3;26/03/2018;3;1;3
1;6;26/03/2018;3;1;4
2;15;26/03/2018;3;1;5
4;11;26/03/2018;3;1;6
8;36;26/03/2018;3;1;7
7;50;26/03/2018;3;1;8
11;58;26/03/2018;3;1;9
10;70;26/03/2018;3;1;10
10;60;26/03/2018;3;1;11
10;29;26/03/2018;3;1;12
9;43;26/03/2018;3;1;13
9;50;26/03/2018;3;1;14
9;39;26/03/2018;3;1;15
4;8;26/03/2018;3;1;16
6;16;26/03/2018;3;1;17
6;20;26/03/2018;3;1;18
10;43;26/03/2018;3;1;19
10;31;26/03/2018;3;1;20
6;14;26/03/2018;3;1;21
6;21;26/03/2018;3;1;22
6;15;26/03/2018;3;1;23
1;1;27/03/2018;3;2;1
5;18;27/03/2018;3;2;3
6;30;27/03/2018;3;2;4
6;26;27/03/2018;3;2;5
8;12;27/03/2018;3;2;6
9;25;27/03/2018;3;2;7
9;36;27/03/2018;3;2;8
10;78;27/03/2018;3;2;9
8;55;27/03/2018;3;2;10
10;53;27/03/2018;3;2;11
9;35;27/03/2018;3;2;12
9;43;27/03/2018;3;2;13
8;21;27/03/2018;3;2;14
6;37;27/03/2018;3;2;15
6;14;27/03/2018;3;2;16
7;32;27/03/2018;3;2;17
9;36;27/03/2018;3;2;18
7;16;27/03/2018;3;2;19
6;19;27/03/2018;3;2;20
5;33;27/03/2018;3;2;21
2;2;27/03/2018;3;2;22
1;1;01/04/2018;4;7;22
4;12;01/04/2018;4;7;23
7;10;02/04/2018;4;1;0
4;14;02/04/2018;4;1;1
4;6;02/04/2018;4;1;2
2;2;02/04/2018;4;1;3
1;1;02/04/2018;4;1;4
4;6;02/04/2018;4;1;5
8;15;02/04/2018;4;1;6
7;26;02/04/2018;4;1;7
7;23;02/04/2018;4;1;8
9;56;02/04/2018;4;1;9
10;55;02/04/2018;4;1;10
9;59;02/04/2018;4;1;11
8;66;02/04/2018;4;1;12
7;58;02/04/2018;4;1;13
5;14;02/04/2018;4;1;14
10;37;02/04/2018;4;1;15
8;29;02/04/2018;4;1;16
8;32;02/04/2018;4;1;17
6;28;02/04/2018;4;1;18
9;33;02/04/2018;4;1;19
9;39;02/04/2018;4;1;20
9;56;02/04/2018;4;1;21
8;35;02/04/2018;4;1;22
8;39;02/04/2018;4;1;23
6;27;03/04/2018;4;2;0
5;14;03/04/2018;4;2;1
1;1;03/04/2018;4;2;2
7;11;03/04/2018;4;2;3
5;13;03/04/2018;4;2;4
10;30;03/04/2018;4;2;5
10;37;03/04/2018;4;2;6
10;53;03/04/2018;4;2;7
9;58;03/04/2018;4;2;8
10;61;03/04/2018;4;2;9
9;38;03/04/2018;4;2;10
7;46;03/04/2018;4;2;11
8;33;03/04/2018;4;2;12
7;31;03/04/2018;4;2;13
6;16;03/04/2018;4;2;14
6;19;03/04/2018;4;2;15
9;35;03/04/2018;4;2;16
9;44;03/04/2018;4;2;17
7;22;03/04/2018;4;2;18
8;21;03/04/2018;4;2;19
10;43;03/04/2018;4;2;20
9;30;03/04/2018;4;2;21
4;10;03/04/2018;4;2;22
6;20;03/04/2018;4;2;23
3;4;04/04/2018;4;3;0
4;9;04/04/2018;4;3;1
6;17;04/04/2018;4;3;2
7;21;04/04/2018;4;3;3
4;11;04/04/2018;4;3;4
5;6;04/04/2018;4;3;5
8;20;04/04/2018;4;3;6
8;58;04/04/2018;4;3;7
7;24;04/04/2018;4;3;8
5;37;04/04/2018;4;3;9
7;35;04/04/2018;4;3;10
9;44;04/04/2018;4;3;11
10;41;04/04/2018;4;3;12
8;29;04/04/2018;4;3;13
8;23;04/04/2018;4;3;14
11;59;04/04/2018;4;3;15
11;38;04/04/2018;4;3;16
10;46;04/04/2018;4;3;17
9;44;04/04/2018;4;3;18
10;31;04/04/2018;4;3;19
10;34;04/04/2018;4;3;20
10;50;04/04/2018;4;3;21
8;27;04/04/2018;4;3;22
5;8;04/04/2018;4;3;23
3;3;05/04/2018;4;4;0
1;1;05/04/2018;4;4;1
2;2;05/04/2018;4;4;2
7;17;05/04/2018;4;4;3
2;2;05/04/2018;4;4;4
6;11;05/04/2018;4;4;5
7;21;05/04/2018;4;4;6
9;74;05/04/2018;4;4;7
7;12;05/04/2018;4;4;8
11;40;05/04/2018;4;4;9
9;66;05/04/2018;4;4;10
11;40;05/04/2018;4;4;11
8;37;05/04/2018;4;4;12
10;37;05/04/2018;4;4;13
10;46;05/04/2018;4;4;14
11;79;05/04/2018;4;4;15
12;61;05/04/2018;4;4;16
11;47;05/04/2018;4;4;17
10;37;05/04/2018;4;4;18
10;41;05/04/2018;4;4;19
9;41;05/04/2018;4;4;20
8;25;05/04/2018;4;4;21
10;47;05/04/2018;4;4;22
6;11;05/04/2018;4;4;23
3;3;06/04/2018;4;5;0
5;6;06/04/2018;4;5;1
7;23;06/04/2018;4;5;2
8;31;06/04/2018;4;5;3
4;6;06/04/2018;4;5;4
5;10;06/04/2018;4;5;5
6;22;06/04/2018;4;5;6
10;40;06/04/2018;4;5;7
10;35;06/04/2018;4;5;8
9;63;06/04/2018;4;5;9
9;28;06/04/2018;4;5;10
10;53;06/04/2018;4;5;11
10;62;06/04/2018;4;5;12
9;49;06/04/2018;4;5;13
10;36;06/04/2018;4;5;14
10;43;06/04/2018;4;5;15
11;38;06/04/2018;4;5;16
8;19;06/04/2018;4;5;17
10;36;06/04/2018;4;5;18
8;18;06/04/2018;4;5;19
8;24;06/04/2018;4;5;20
6;9;06/04/2018;4;5;21
5;12;06/04/2018;4;5;22
3;11;06/04/2018;4;5;23
3;7;07/04/2018;4;6;0
1;1;07/04/2018;4;6;1
1;1;07/04/2018;4;6;2
3;3;07/04/2018;4;6;3
5;11;07/04/2018;4;6;4
5;20;07/04/2018;4;6;5
1;1;07/04/2018;4;6;6
1;2;07/04/2018;4;6;7
1;3;09/04/2018;4;1;3
3;11;09/04/2018;4;1;4
3;8;09/04/2018;4;1;5
7;20;09/04/2018;4;1;6
8;41;09/04/2018;4;1;7
9;39;09/04/2018;4;1;8
8;43;09/04/2018;4;1;9
8;59;09/04/2018;4;1;10
10;57;09/04/2018;4;1;11
10;45;09/04/2018;4;1;12
11;57;09/04/2018;4;1;13
10;53;09/04/2018;4;1;14
11;54;09/04/2018;4;1;15
11;43;09/04/2018;4;1;16
10;39;09/04/2018;4;1;17
7;37;09/04/2018;4;1;18
7;39;09/04/2018;4;1;19
8;30;09/04/2018;4;1;20
6;14;09/04/2018;4;1;21
5;12;09/04/2018;4;1;22
1;1;09/04/2018;4;1;23
2;2;10/04/2018;4;2;0
6;8;10/04/2018;4;2;1
6;12;10/04/2018;4;2;2
6;19;10/04/2018;4;2;3
9;20;10/04/2018;4;2;4
10;35;10/04/2018;4;2;5
10;38;10/04/2018;4;2;6
9;60;10/04/2018;4;2;7
9;53;10/04/2018;4;2;8
10;64;10/04/2018;4;2;9
11;57;10/04/2018;4;2;10
11;36;10/04/2018;4;2;11
10;69;10/04/2018;4;2;12
9;48;10/04/2018;4;2;13
5;12;10/04/2018;4;2;14
8;32;10/04/2018;4;2;15
10;38;10/04/2018;4;2;16
11;68;10/04/2018;4;2;17
10;22;10/04/2018;4;2;18
9;44;10/04/2018;4;2;19
11;58;10/04/2018;4;2;20
8;34;10/04/2018;4;2;21
5;20;10/04/2018;4;2;22
7;25;10/04/2018;4;2;23
8;9;11/04/2018;4;3;0
3;4;11/04/2018;4;3;1
4;4;11/04/2018;4;3;2
3;7;11/04/2018;4;3;3
7;10;11/04/2018;4;3;4
9;40;11/04/2018;4;3;5
9;47;11/04/2018;4;3;6
10;71;11/04/2018;4;3;7
11;66;11/04/2018;4;3;8
12;59;11/04/2018;4;3;9
10;77;11/04/2018;4;3;10
11;52;11/04/2018;4;3;11
12;69;11/04/2018;4;3;12
11;70;11/04/2018;4;3;13
10;48;11/04/2018;4;3;14
9;35;11/04/2018;4;3;15
10;35;11/04/2018;4;3;16
10;40;11/04/2018;4;3;17
8;23;11/04/2018;4;3;18
7;25;11/04/2018;4;3;19
8;53;11/04/2018;4;3;20
8;46;11/04/2018;4;3;21
3;3;11/04/2018;4;3;22
3;3;11/04/2018;4;3;23
3;4;12/04/2018;4;4;0
3;3;12/04/2018;4;4;1
4;4;12/04/2018;4;4;2
4;7;12/04/2018;4;4;3
5;8;12/04/2018;4;4;4
7;17;12/04/2018;4;4;5
11;45;12/04/2018;4;4;6
10;82;12/04/2018;4;4;7
10;36;12/04/2018;4;4;8
10;52;12/04/2018;4;4;9
12;42;12/04/2018;4;4;10
11;72;12/04/2018;4;4;11
10;49;12/04/2018;4;4;12
10;40;12/04/2018;4;4;13
10;39;12/04/2018;4;4;14
10;71;12/04/2018;4;4;15
11;44;12/04/2018;4;4;16
8;56;12/04/2018;4;4;17
5;15;12/04/2018;4;4;18
10;44;12/04/2018;4;4;19
9;58;12/04/2018;4;4;20
10;49;12/04/2018;4;4;21
7;20;12/04/2018;4;4;22
6;16;12/04/2018;4;4;23
7;12;13/04/2018;4;5;0
6;30;13/04/2018;4;5;1
3;7;13/04/2018;4;5;2
4;12;13/04/2018;4;5;3
6;12;13/04/2018;4;5;4
8;15;13/04/2018;4;5;5
10;37;13/04/2018;4;5;6
8;46;13/04/2018;4;5;7
10;47;13/04/2018;4;5;8
10;38;13/04/2018;4;5;9
10;69;13/04/2018;4;5;10
9;74;13/04/2018;4;5;11
10;58;13/04/2018;4;5;12
7;55;13/04/2018;4;5;13
8;29;13/04/2018;4;5;14
8;39;13/04/2018;4;5;15
8;21;13/04/2018;4;5;16
7;32;13/04/2018;4;5;17
7;28;13/04/2018;4;5;18
6;16;13/04/2018;4;5;19
6;21;13/04/2018;4;5;20
3;15;13/04/2018;4;5;21
4;18;13/04/2018;4;5;22
6;17;13/04/2018;4;5;23
4;8;14/04/2018;4;6;0
2;2;15/04/2018;4;7;22
3;5;15/04/2018;4;7;23
2;3;16/04/2018;4;1;0
9;20;16/04/2018;4;1;1
9;15;16/04/2018;4;1;2
5;5;16/04/2018;4;1;3
5;13;16/04/2018;4;1;4
3;7;16/04/2018;4;1;5
7;21;16/04/2018;4;1;6
7;56;16/04/2018;4;1;7
7;43;16/04/2018;4;1;8
8;40;16/04/2018;4;1;9
6;59;16/04/2018;4;1;10
7;37;16/04/2018;4;1;11
8;61;16/04/2018;4;1;12
8;68;16/04/2018;4;1;13
9;35;16/04/2018;4;1;14
9;35;16/04/2018;4;1;15
8;37;16/04/2018;4;1;16
9;27;16/04/2018;4;1;17
8;19;16/04/2018;4;1;18
6;25;16/04/2018;4;1;19
9;48;16/04/2018;4;1;20
7;37;16/04/2018;4;1;21
7;28;16/04/2018;4;1;22
8;23;16/04/2018;4;1;23
7;17;17/04/2018;4;2;0
7;19;17/04/2018;4;2;1
1;1;17/04/2018;4;2;2
5;10;17/04/2018;4;2;3
7;27;17/04/2018;4;2;4
6;11;17/04/2018;4;2;5
7;35;17/04/2018;4;2;6
8;52;17/04/2018;4;2;7
8;44;17/04/2018;4;2;8
8;80;17/04/2018;4;2;9
9;28;17/04/2018;4;2;10
9;51;17/04/2018;4;2;11
10;51;17/04/2018;4;2;12
10;48;17/04/2018;4;2;13
9;45;17/04/2018;4;2;14
9;49;17/04/2018;4;2;15
9;44;17/04/2018;4;2;16
11;42;17/04/2018;4;2;17
10;34;17/04/2018;4;2;18
10;42;17/04/2018;4;2;19
11;49;17/04/2018;4;2;20
8;24;17/04/2018;4;2;21
6;14;17/04/2018;4;2;22
7;24;17/04/2018;4;2;23
4;10;18/04/2018;4;3;0
10;40;18/04/2018;4;3;1
3;5;18/04/2018;4;3;2
11;44;18/04/2018;4;3;3
11;39;18/04/2018;4;3;4
7;25;18/04/2018;4;3;5
10;31;18/04/2018;4;3;6
10;51;18/04/2018;4;3;7
8;32;18/04/2018;4;3;8
9;56;18/04/2018;4;3;9
10;58;18/04/2018;4;3;10
11;62;18/04/2018;4;3;11
10;47;18/04/2018;4;3;12
11;48;18/04/2018;4;3;13
11;40;18/04/2018;4;3;14
9;26;18/04/2018;4;3;15
10;32;18/04/2018;4;3;16
10;56;18/04/2018;4;3;17
10;62;18/04/2018;4;3;18
9;41;18/04/2018;4;3;19
9;30;18/04/2018;4;3;20
7;11;18/04/2018;4;3;21
3;6;18/04/2018;4;3;22
9;38;18/04/2018;4;3;23
7;11;19/04/2018;4;4;0
3;3;19/04/2018;4;4;1
1;1;19/04/2018;4;4;2
8;29;19/04/2018;4;4;3
8;32;19/04/2018;4;4;4
9;40;19/04/2018;4;4;5
7;24;19/04/2018;4;4;6
11;37;19/04/2018;4;4;7
8;26;19/04/2018;4;4;8
12;71;19/04/2018;4;4;9
11;77;19/04/2018;4;4;10
12;76;19/04/2018;4;4;11
12;53;19/04/2018;4;4;12
12;72;19/04/2018;4;4;13
12;64;19/04/2018;4;4;14
11;58;19/04/2018;4;4;15
10;49;19/04/2018;4;4;16
10;77;19/04/2018;4;4;17
9;32;19/04/2018;4;4;18
9;24;19/04/2018;4;4;19
8;37;19/04/2018;4;4;20
8;30;19/04/2018;4;4;21
10;28;19/04/2018;4;4;22
10;58;19/04/2018;4;4;23
8;37;20/04/2018;4;5;0
6;14;20/04/2018;4;5;1
2;2;20/04/2018;4;5;2
6;19;20/04/2018;4;5;3
7;37;20/04/2018;4;5;4
4;18;20/04/2018;4;5;5
9;26;20/04/2018;4;5;6
10;56;20/04/2018;4;5;7
9;37;20/04/2018;4;5;8
9;48;20/04/2018;4;5;9
7;38;20/04/2018;4;5;10
9;59;20/04/2018;4;5;11
9;50;20/04/2018;4;5;12
8;23;20/04/2018;4;5;13
9;22;20/04/2018;4;5;14
10;42;20/04/2018;4;5;15
8;21;20/04/2018;4;5;16
7;25;20/04/2018;4;5;17
4;7;20/04/2018;4;5;18
10;35;20/04/2018;4;5;19
4;13;20/04/2018;4;5;20
4;6;20/04/2018;4;5;21
4;8;20/04/2018;4;5;23
4;15;21/04/2018;4;6;0
4;14;21/04/2018;4;6;1
1;1;21/04/2018;4;6;2
5;10;23/04/2018;4;1;20
5;28;23/04/2018;4;1;21
3;5;23/04/2018;4;1;22
2;2;23/04/2018;4;1;23
5;9;24/04/2018;4;2;1
4;4;24/04/2018;4;2;2
3;4;24/04/2018;4;2;3
2;2;24/04/2018;4;2;4
5;11;24/04/2018;4;2;5
6;23;24/04/2018;4;2;6
9;42;24/04/2018;4;2;7
9;52;24/04/2018;4;2;8
10;57;24/04/2018;4;2;9
9;61;24/04/2018;4;2;10
10;58;24/04/2018;4;2;11
7;64;24/04/2018;4;2;12
9;68;24/04/2018;4;2;13
9;47;24/04/2018;4;2;14
10;60;24/04/2018;4;2;15
10;39;24/04/2018;4;2;16
10;50;24/04/2018;4;2;17
9;52;24/04/2018;4;2;18
9;60;24/04/2018;4;2;19
10;59;24/04/2018;4;2;20
8;37;24/04/2018;4;2;21
5;20;24/04/2018;4;2;22
6;8;24/04/2018;4;2;23
2;4;25/04/2018;4;3;0
6;8;25/04/2018;4;3;1
4;12;25/04/2018;4;3;2
8;17;25/04/2018;4;3;3
7;19;25/04/2018;4;3;4
7;15;25/04/2018;4;3;5
9;67;25/04/2018;4;3;6
9;64;25/04/2018;4;3;7
9;61;25/04/2018;4;3;8
10;71;25/04/2018;4;3;9
10;55;25/04/2018;4;3;10
10;39;25/04/2018;4;3;11
11;49;25/04/2018;4;3;12
9;43;25/04/2018;4;3;13
8;35;25/04/2018;4;3;14
8;31;25/04/2018;4;3;15
8;41;25/04/2018;4;3;16
10;54;25/04/2018;4;3;17
8;36;25/04/2018;4;3;18
9;75;25/04/2018;4;3;19
11;60;25/04/2018;4;3;20
8;16;25/04/2018;4;3;21
7;17;25/04/2018;4;3;22
5;27;25/04/2018;4;3;23
7;23;26/04/2018;4;4;0
5;13;26/04/2018;4;4;1
3;3;26/04/2018;4;4;2
9;25;26/04/2018;4;4;3
10;37;26/04/2018;4;4;4
10;54;26/04/2018;4;4;5
8;43;26/04/2018;4;4;6
9;71;26/04/2018;4;4;7
10;30;26/04/2018;4;4;8
9;54;26/04/2018;4;4;9
8;65;26/04/2018;4;4;10
10;41;26/04/2018;4;4;11
9;36;26/04/2018;4;4;12
7;60;26/04/2018;4;4;13
9;28;26/04/2018;4;4;14
9;47;26/04/2018;4;4;15
10;45;26/04/2018;4;4;16
12;61;26/04/2018;4;4;17
12;34;26/04/2018;4;4;18
10;47;26/04/2018;4;4;19
12;46;26/04/2018;4;4;20
12;39;26/04/2018;4;4;21
8;18;26/04/2018;4;4;22
7;33;26/04/2018;4;4;23
5;5;27/04/2018;4;5;0
2;2;27/04/2018;4;5;1
4;11;27/04/2018;4;5;2
11;26;27/04/2018;4;5;3
10;15;27/04/2018;4;5;4
6;11;27/04/2018;4;5;5
9;31;27/04/2018;4;5;6
12;57;27/04/2018;4;5;7
10;35;27/04/2018;4;5;8
12;59;27/04/2018;4;5;9
12;45;27/04/2018;4;5;10
12;39;27/04/2018;4;5;11
9;29;27/04/2018;4;5;12
7;41;27/04/2018;4;5;13
8;32;27/04/2018;4;5;14
10;60;27/04/2018;4;5;15
10;31;27/04/2018;4;5;16
6;24;27/04/2018;4;5;17
5;23;27/04/2018;4;5;18
5;10;27/04/2018;4;5;19
8;23;27/04/2018;4;5;20
7;25;27/04/2018;4;5;21
4;10;27/04/2018;4;5;22
7;18;27/04/2018;4;5;23
6;9;28/04/2018;4;6;0
